slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
weberbr01,Briante Weber,POINT GUARD,25,MEMPHIS GRIZZLIES,5,0,119,10,21,0,2,4,6,5,12,9,8,2,8,10,24
westda01,David West,CENTER,37,GOLDEN STATE WARRIORS,73,0,999,216,378,3,8,60,79,64,174,138,47,75,80,120,495
westbru01,Russell Westbrook,POINT GUARD,29,OKLAHOMA CITY THUNDER,80,80,2914,757,1687,97,326,417,566,152,652,820,147,20,381,200,2028
whitean01,Andrew White,SMALL FORWARD,24,ATLANTA HAWKS,15,0,209,25,73,18,49,1,4,4,30,6,3,1,8,12,69
whitede01,Derrick White,POINT GUARD,23,SAN ANTONIO SPURS,17,0,139,16,33,8,13,14,20,5,21,9,4,3,6,8,54
whiteok01,Okaro White,POWER FORWARD,25,MIAMI HEAT,6,4,80,7,16,4,11,2,3,3,8,2,1,1,1,6,20
whiteis01,Isaiah Whitehead,POINT GUARD,22,BROOKLYN NETS,16,0,180,40,86,7,18,13,19,4,22,20,8,2,24,23,100
whiteha01,Hassan Whiteside,CENTER,28,MIAMI HEAT,54,54,1364,312,578,2,2,128,182,174,444,54,37,94,92,131,754
wiggian01,Andrew Wiggins,SMALL FORWARD,22,MINNESOTA TIMBERWOLVES,82,82,2979,569,1300,112,338,202,314,82,276,160,91,51,138,163,1452
wileyja01,Jacob Wiley,POWER FORWARD,23,BROOKLYN NETS,5,0,33,1,4,1,2,1,2,2,9,2,1,0,0,4,4
wilkida02,Damien Wilkins,SMALL FORWARD,38,INDIANA PACERS,19,1,152,13,39,4,18,3,4,5,11,9,2,1,5,7,33
willial03,Alan Williams,POWER FORWARD,25,PHOENIX SUNS,5,0,70,7,18,0,0,6,9,3,19,8,5,1,7,13,20
willicj01,C.J. Williams,SHOOTING GUARD,27,LOS ANGELES CLIPPERS,38,17,707,87,197,22,78,13,16,12,44,43,31,13,20,63,209
willide02,Derrick Williams,POWER FORWARD,26,LOS ANGELES LAKERS,2,0,9,1,4,0,2,0,0,0,1,0,0,0,0,0,2
willilo02,Lou Williams,SHOOTING GUARD,31,LOS ANGELES CLIPPERS,79,19,2589,582,1337,186,518,432,491,40,158,417,85,19,234,106,1782
willima02,Marvin Williams,POWER FORWARD,31,CHARLOTTE HORNETS,78,78,2006,258,563,126,305,102,123,74,296,96,56,38,66,116,744
willima05,Matt Williams,SHOOTING GUARD,24,MIAMI HEAT,3,0,11,2,6,1,5,0,0,0,1,0,0,0,1,1,5
willitr02,Troy Williams,SMALL FORWARD,23,HOUSTON ROCKETS,4,0,17,2,9,0,5,1,3,1,3,1,1,0,1,2,5
willitr02,Troy Williams,SMALL FORWARD,23,NEW YORK KNICKS,17,1,290,49,100,11,33,19,27,21,38,15,19,4,18,32,128
wilsodj01,D.J. Wilson,POWER FORWARD,21,MILWAUKEE BUCKS,22,0,71,9,16,2,5,1,2,2,8,3,3,1,4,7,21
wilsoja02,Jamil Wilson,SMALL FORWARD,27,LOS ANGELES CLIPPERS,15,10,274,38,81,27,63,2,4,3,29,10,5,8,8,34,105
winslju01,Justise Winslow,POWER FORWARD,21,MIAMI HEAT,68,25,1680,207,488,49,129,66,104,64,306,148,54,33,77,140,529
witheje01,Jeff Withey,CENTER,27,DALLAS MAVERICKS,9,0,39,6,16,2,10,1,2,1,9,0,0,3,2,3,15
woltena01,Nate Wolters,POINT GUARD,26,UTAH JAZZ,5,0,19,1,6,0,0,0,0,1,1,1,0,0,0,1,2
wrighbr03,Brandan Wright,POWER FORWARD,30,MEMPHIS GRIZZLIES,27,1,366,57,99,0,0,21,33,32,61,13,13,25,8,29,135
wrighbr03,Brandan Wright,POWER FORWARD,30,HOUSTON ROCKETS,1,0,15,2,3,0,0,0,0,1,1,0,0,1,0,3,4
wrighde01,Delon Wright,POINT GUARD,25,TORONTO RAPTORS,69,4,1433,201,432,56,153,97,117,45,153,200,72,33,78,81,555
yabusgu01,Guerschon Yabusele,POWER FORWARD,22,BOSTON CELTICS,33,4,235,26,61,12,37,15,22,17,35,16,4,5,12,23,79
youngja01,James Young,SHOOTING GUARD,22,PHILADELPHIA 76ERS,6,0,61,5,14,3,10,4,6,0,2,2,0,0,1,4,17
youngjo01,Joe Young,POINT GUARD,25,INDIANA PACERS,53,1,558,80,186,25,66,22,29,12,51,39,14,1,26,39,207
youngni01,Nick Young,SHOOTING GUARD,32,GOLDEN STATE WARRIORS,80,8,1393,201,488,123,326,56,65,20,105,36,38,7,39,100,581
youngth01,Thaddeus Young,POWER FORWARD,29,INDIANA PACERS,81,81,2607,421,864,58,181,55,92,184,328,152,135,36,105,175,955
zelleco01,Cody Zeller,CENTER,25,CHARLOTTE HORNETS,33,0,627,85,156,2,3,61,85,67,110,31,14,21,33,81,233
zellety01,Tyler Zeller,CENTER,28,BROOKLYN NETS,42,33,703,125,229,10,26,40,60,63,131,28,8,21,35,78,300
zellety01,Tyler Zeller,CENTER,28,MILWAUKEE BUCKS,24,1,406,62,105,0,2,17,19,47,64,19,7,14,12,48,141
zipsepa01,Paul Zipser,SMALL FORWARD,23,CHICAGO BULLS,54,12,824,81,234,37,110,19,25,13,118,46,20,15,43,86,218
zizican01,Ante Žižić,CENTER,21,CLEVELAND CAVALIERS,32,2,214,49,67,0,0,21,29,24,36,5,2,13,11,30,119
zubaciv01,Ivica Zubac,CENTER,20,LOS ANGELES LAKERS,43,0,410,61,122,0,1,39,51,45,78,25,8,15,26,47,161
